block,browser_codename,browser_name,browser_version,condition,correct_response,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,queryParams_batchId,queryParams_generalMultiple,response,response_time,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,stim,system_os
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1370,824,1536,24,864,24,0,0,1536,shark-dull,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1450,824,1536,24,864,24,0,0,1536,hort-sain,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,898,824,1536,24,864,24,0,0,1536,table-chair,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1109,824,1536,24,864,24,0,0,1536,ip-bown,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,880,824,1536,24,864,24,0,0,1536,buy-sell,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1241,824,1536,24,864,24,0,0,1536,cabbage-lottir,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,775,824,1536,24,864,24,0,0,1536,hand-foot,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,876,824,1536,24,864,24,0,0,1536,frown-smile,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,646,824,1536,24,864,24,0,0,1536,baby-child,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,878,824,1536,24,864,24,0,0,1536,fought-mind,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,759,824,1536,24,864,24,0,0,1536,ace-snow,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1115,824,1536,24,864,24,0,0,1536,liw-justoce,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,763,824,1536,24,864,24,0,0,1536,insect-bug,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,656,824,1536,24,864,24,0,0,1536,eat-food,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,918,824,1536,24,864,24,0,0,1536,green-gliss,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,945,824,1536,24,864,24,0,0,1536,foil-gas,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1419,824,1536,24,864,24,0,0,1536,villane-towp,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1304,824,1536,24,864,24,0,0,1536,honip-bee,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,930,824,1536,24,864,24,0,0,1536,pain-hurt,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1124,824,1536,24,864,24,0,0,1536,sheex-famb,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,890,824,1536,24,864,24,0,0,1536,oim-tas,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1098,824,1536,24,864,24,0,0,1536,gain-hurt,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1821,824,1536,24,864,24,0,0,1536,squame-bor,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,934,824,1536,24,864,24,0,0,1536,door-wingew,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1200,824,1536,24,864,24,0,0,1536,invest-bug,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,687,824,1536,24,864,24,0,0,1536,sheep-lamb,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,941,824,1536,24,864,24,0,0,1536,hird-seft,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,684,824,1536,24,864,24,0,0,1536,play-work,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,929,824,1536,24,864,24,0,0,1536,shallow-deep,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1438,824,1536,24,864,24,0,0,1536,hallow-deep,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1004,824,1536,24,864,24,0,0,1536,galy-hork,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,970,824,1536,24,864,24,0,0,1536,brothog-sister,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,987,824,1536,24,864,24,0,0,1536,eas-jood,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1464,824,1536,24,864,24,0,0,1536,bread-bottin,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1934,824,1536,24,864,24,0,0,1536,yand-foox,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,2193,824,1536,24,864,24,0,0,1536,rough-smoat,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1791,824,1536,24,864,24,0,0,1536,bitter-sweax,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1085,824,1536,24,864,24,0,0,1536,mood-star,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,984,824,1536,24,864,24,0,0,1536,squash-box,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,880,824,1536,24,864,24,0,0,1536,thought-mind,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1037,824,1536,24,864,24,0,0,1536,hoon-stad,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,955,824,1536,24,864,24,0,0,1536,nirey-south,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,999,824,1536,24,864,24,0,0,1536,busy-child,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1323,824,1536,24,864,24,0,0,1536,boeh-ale,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,749,824,1536,24,864,24,0,0,1536,brown-smile,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1522,824,1536,24,864,24,0,0,1536,boby-shild,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,869,824,1536,24,864,24,0,0,1536,sharp-dull,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,956,824,1536,24,864,24,0,0,1536,land-foot,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1509,824,1536,24,864,24,0,0,1536,bed-slorg,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,699,824,1536,24,864,24,0,0,1536,bosh-water,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,2399,824,1536,24,864,24,0,0,1536,peg-yolk,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1484,824,1536,24,864,24,0,0,1536,thoughf-mand,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1755,824,1536,24,864,24,0,0,1536,moship-father,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,2512,824,1536,24,864,24,0,0,1536,church-steeple,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,2013,824,1536,24,864,24,0,0,1536,eable-wird,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1945,824,1536,24,864,24,0,0,1536,capsute-pill,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1067,824,1536,24,864,24,0,0,1536,egg-yolk,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,2718,824,1536,24,864,24,0,0,1536,chorch-steeble,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1621,824,1536,24,864,24,0,0,1536,onsect-fug,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1820,824,1536,24,864,24,0,0,1536,churn-steeple,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1213,824,1536,24,864,24,0,0,1536,stout-apple,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,901,824,1536,24,864,24,0,0,1536,law-justice,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,801,824,1536,24,864,24,0,0,1536,moon-star,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1024,824,1536,24,864,24,0,0,1536,browt-smice,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1337,824,1536,24,864,24,0,0,1536,steep-lamb,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1330,824,1536,24,864,24,0,0,1536,sconix-marble,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1541,824,1536,24,864,24,0,0,1536,pillage-town,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1724,824,1536,24,864,24,0,0,1536,large-smipo,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1160,824,1536,24,864,24,0,0,1536,slay-work,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1356,824,1536,24,864,24,0,0,1536,oce-snaw,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,2543,824,1536,24,864,24,0,0,1536,neibon-thread,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,798,824,1536,24,864,24,0,0,1536,square-box,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1329,824,1536,24,864,24,0,0,1536,man-wotar,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1324,824,1536,24,864,24,0,0,1536,weasel-bird,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,718,824,1536,24,864,24,0,0,1536,fruit-apple,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,1146,824,1536,24,864,24,0,0,1536,porry-cent,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1119,824,1536,24,864,24,0,0,1536,fruid-asple,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,3289,824,1536,24,864,24,0,0,1536,afraid-scobet,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,918,824,1536,24,864,24,0,0,1536,ice-snow,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,999,824,1536,24,864,24,0,0,1536,ear-food,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,687,824,1536,24,864,24,0,0,1536,village-town,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,917,824,1536,24,864,24,0,0,1536,paw-justice,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,left,987,824,1536,24,864,24,0,0,1536,oil-gas,Win32
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1227,824,1536,24,864,24,0,0,1536,ege-bolk,Win32
